device id,gender,age,latitude,longitude
-4335750517923599533,M,M39+,46.26,126.28
-4334344903191055240,M,M29-31,31.34,121.44
-4333565595438846358,F,F23-,36.22,117.17
-4331780441902964302,M,M32-38,31.6,104.15
-4329866612899690953,M,M23-26,39.87,118.17
-4328596929456805615,M,M23-26,35.15,113.05
-4328550926762228464,M,M32-38,28.17,112.97
-4328288635590377732,M,M32-38,37.44,118.63
-4326070711660054841,M,M39+,31.79,117.3
-4320214471004502704,F,F23-,39.07,110.98
-4318694753402497531,M,M22-,23.01,113.38
-4317838615341179786,M,M32-38,30.0,104.0
-4317577182834587902,M,M32-38,34.35,107.21
-4315155399452815203,M,M39+,42.13,114.38
-4313147977912931719,M,M32-38,22.71,114.23
-4307993308323975261,M,M29-31,23.1,114.46
-4306589217143474300,M,M23-26,23.27,116.35
-4306469904643558646,M,M32-38,30.62,104.13
-4306091137622520939,M,M32-38,30.23,120.2
-4305705624137428549,M,M29-31,22.56,114.17
-4303589873973511337,M,M32-38,23.13,113.22
-4303578141242197861,M,M32-38,30.72,111.28
-4300710711654345005,M,M32-38,39.87,116.53
-4298823463622119089,M,M32-38,41.57,120.44
-4298458872759969062,M,M29-31,26.88,104.26
-4297959145812123061,M,M39+,23.09,112.82
-4296584415415502143,M,M23-26,39.87,116.45
-4295600645974110936,M,M22-,30.09,104.61
-4291448347937765096,M,M32-38,22.55,114.12
-4289842659047325597,M,M39+,34.68,111.02
-4289601505860315362,M,M29-31,37.18,119.95
-4286635203801046352,M,M32-38,19.7,110.33
-4286299025868098413,M,M32-38,22.26,113.55
-4285268797926667115,M,M22-,36.26,120.36
-4284671669081867847,M,M29-31,40.21,116.09
-4283416240696514511,M,M32-38,22.63,114.11
-4281812744269137057,M,M32-38,22.56,113.46
-4280898478085704307,M,M32-38,26.58,106.72
-4279990494012217664,M,M32-38,23.06,113.39
-4278500971999977026,M,M32-38,37.78,112.44
-4274681538107771662,M,M39+,35.23,113.22
-4274150578783667750,M,M39+,37.93,115.67
-4273878713451722819,M,M23-26,34.75,112.21
-4273312309710803720,M,M32-38,33.13,111.47
-4272899910715043978,M,M32-38,28.18,113.03
-4272863961633291255,M,M23-26,28.85,105.58
-4272596267123315567,M,M32-38,31.72,118.78
-4271020192354779571,M,M23-26,41.14,122.94
-4270185495619582759,F,F29-32,30.05,105.18
-4268572100894615907,M,M22-,31.69,119.94
-4265938889563393694,M,M32-38,22.81,113.96
-4265711424811224925,F,F23-,29.35,105.9
-4265034020759931235,M,M22-,36.24,115.63
-4262757933958115188,M,M32-38,40.14,116.01
-4259554232128882348,M,M32-38,28.3,112.87
-4258363028694097328,M,M29-31,37.62,114.92
-4255166063610411312,M,M32-38,23.0,113.94
-4254657043579272389,M,M32-38,22.75,114.39
-4254612260635864733,M,M32-38,22.85,113.7
-4254178857794386932,M,M32-38,36.63,116.99
-4252496034627280903,M,M32-38,39.65,118.14
-4252045183987856790,F,F33-42,25.11,118.46
-4249929128118593776,M,M39+,36.79,118.1
-4248968747311765340,M,M22-,27.63,113.87
-4248738603898077147,M,M32-38,23.11,113.23
-4246572900250826802,F,F23-,40.09,116.31
-4246150176423803603,M,M32-38,23.68,113.06
-4244423238690086087,M,M39+,36.98,120.71
-4243243459286667648,F,F29-32,34.07,114.39
-4242764202326443463,F,F27-28,31.71,118.5
-4241724080376372148,M,M23-26,39.96,116.61
-4241497807051675701,M,M39+,34.81,113.8
-4233303431379823392,F,F33-42,26.9,112.58
-4229815843211107303,M,M39+,26.59,106.7
-4228760668183547802,M,M29-31,38.19,114.51
-4228236775169450336,M,M39+,25.44,103.86
-4226586775136713391,M,M32-38,40.02,116.56
-4225865038579907558,M,M39+,34.61,116.37
-4224073655333096695,M,M32-38,23.13,113.26
-4223310302205574253,M,M29-31,39.86,116.36
-4220900432334669799,M,M32-38,23.04,113.75
-4217612736709795779,M,M32-38,43.81,125.23
-4217224103798536758,M,M39+,25.05,102.72
-4216620375636328110,M,M23-26,35.37,116.55
-4215964873844711303,M,M39+,31.75,120.75
-4214995250784832080,M,M39+,28.62,118.09
-4214909030903832603,M,M32-38,39.65,122.0
-4210243097462722680,M,M32-38,25.87,118.31
-4209977284134521185,M,M32-38,23.05,112.46
-4207480781658017043,M,M27-28,36.69,119.11
-4204940379730245265,F,F29-32,40.01,116.46
-4201959517454513680,M,M32-38,22.84,108.32
-4201598495877605019,M,M32-38,22.54,114.08
-4200223471621668235,M,M22-,39.0,116.74
-4198324679333767228,F,F29-32,30.6,115.79
-4198044223027373079,M,M22-,28.45,119.9
-4194527338207468728,M,M32-38,29.63,111.87
-4192171775033570596,M,M32-38,36.68,117.02
-4191215166832913699,M,M32-38,22.88,113.27
-4187046881973038474,M,M27-28,29.77,121.53
-4186476953649241028,M,M23-26,36.09,118.19
-4182285642902432720,M,M23-26,23.34,113.18
-4180508628160572053,M,M22-,37.44,118.61
-4179095253163569977,M,M32-38,39.04,121.79
-4177916640896505228,M,M29-31,30.0,104.0
-4174134005898511618,M,M32-38,27.07,107.47
-4174039526803611611,M,M22-,30.04,103.8
-4172404290623287151,F,F29-32,40.02,113.2
-4171727060239222104,F,F23-,31.46,120.57
-4169487741296566174,M,M39+,31.06,112.19
-4161937508714078839,M,M23-26,26.89,112.68
-4161933853287683564,F,F29-32,39.68,116.51
-4161714638987122898,F,F24-26,31.38,121.05
-4161446741643788558,M,M32-38,22.66,114.06
-4160865482250328103,F,F29-32,39.15,117.05
-4159743336527887741,F,F23-,31.87,106.74
-4159560526723406355,M,M32-38,36.25,111.69
-4157250449215945580,F,F33-42,36.07,111.51
-4156520368549772455,F,F24-26,32.34,116.28
-4154911243861405070,M,M32-38,25.86,114.92
-4154491260822770863,F,F23-,23.14,113.14
-4152200952691509801,M,M23-26,24.5,118.14
-4152098063175682804,M,M32-38,30.83,103.79
-4152067323914613923,M,M32-38,37.48,116.31
-4149521902036222926,F,F24-26,30.72,103.64
-4147486335247724409,M,M32-38,32.48,119.9
-4146141518375530183,M,M32-38,22.57,114.04
-4143708920129227407,M,M32-38,32.28,119.52
-4142301196234853798,M,M23-26,39.19,117.47
-4137417573903837639,M,M32-38,22.24,113.5
-4134316162289054775,M,M32-38,38.51,115.01
-4133216564265374770,M,M32-38,39.0,106.37
-4130409285447120215,F,F33-42,39.87,116.63
-4127708163821291971,M,M23-26,31.86,117.31
-4124097711429556583,M,M32-38,30.55,114.12
-4122481764406345378,M,M39+,43.84,125.36
-4119382395654286255,M,M32-38,30.0,104.0
-4118630072511868895,M,M39+,35.32,116.03
-4118418082338791025,M,M32-38,35.43,119.49
-4116922932798393921,M,M23-26,39.9,116.59
-4116918406080856290,M,M23-26,29.84,121.54
-4114805884971800556,M,M22-,39.2,118.91
-4114444141341315088,M,M32-38,34.78,113.68
-4111718061946643069,M,M23-26,31.3,120.61
-4111530881269415909,M,M32-38,36.72,119.16
-4110371130681441871,F,F23-,33.98,119.8
-4110209335899185850,M,M22-,32.97,112.55
-4109726361952104735,M,M23-26,23.03,113.79
-4104373998378913838,F,F29-32,38.68,115.06
-4101989089539882730,F,F24-26,25.41,114.9
-4101355960294348876,M,M23-26,29.54,106.51
-4100678410207151647,M,M32-38,39.96,116.39
-4100601935100144456,M,M22-,24.63,118.09
-4100312888706892834,M,M32-38,24.82,118.59
-4098469293642573550,F,F24-26,27.81,112.92
-4090496792104007879,M,M32-38,31.94,117.19
-4087989689373178599,M,M23-26,25.11,117.02
-4085585688631988883,M,M32-38,23.07,113.31
-4085518330530454940,M,M23-26,35.56,116.81
-4083504473826557476,M,M32-38,30.57,114.19
-4082794091714353146,F,F29-32,40.45,116.0
-4082629959312562515,M,M39+,40.18,117.67
-4081210030916258866,M,M32-38,32.67,120.26
-4078189642530775746,F,F24-26,30.11,105.32
-4077594805893705649,F,F24-26,40.23,111.5
-4076202692112024641,M,M32-38,23.17,113.25
-4075040547557324849,F,F43+,22.98,113.06
-4073124791580878623,M,M23-26,23.07,112.84
-4072338791213367477,M,M32-38,36.88,120.52
-4071592069280902923,M,M32-38,35.5,112.84
-4070163303809595455,M,M27-28,26.07,119.35
-4066014572686103809,F,F33-42,40.02,116.45
-4064476775004611737,M,M32-38,25.04,102.63
-4063456788273357380,M,M32-38,30.79,106.09
-4063135739155264250,M,M29-31,20.0,110.35
-4061991686426232905,M,M22-,42.12,123.4
-4061243865040857034,M,M32-38,43.9,87.5
-4060548257186107570,M,M32-38,36.09,120.37
-4060507092182884311,M,M23-26,36.3,120.25
-4059965059153420643,M,M32-38,34.37,109.2
-4059516408373881964,M,M23-26,30.32,112.25
-4058526416867992377,M,M29-31,43.25,124.69
-4056704526728159360,M,M32-38,32.9,117.7
-4055734872274442413,M,M27-28,40.81,111.68
-4055178695599412319,M,M32-38,36.2,120.5
-4054772294974804951,M,M32-38,24.31,109.43
-4053865905553380751,M,M23-26,26.28,119.79
-4050972029321585116,M,M32-38,32.01,119.56
-4050287107210099600,M,M32-38,39.72,116.12
-4048375616528197515,F,F24-26,25.06,112.74
-4047091239451547677,M,M32-38,22.59,113.21
-4046875198563798715,M,M32-38,22.79,115.38
-4046386007116887783,M,M32-38,23.13,113.37
-4045567105698326033,M,M23-26,22.62,114.22
-4042474604219782792,F,F33-42,29.78,106.66
-4042345176328021381,M,M32-38,36.06,119.4
-4042244989728390587,M,M32-38,31.87,117.29
-4039221310644937391,F,F33-42,28.39,115.56
-4036056715739448833,M,M32-38,36.62,114.44
-4035272141213950025,M,M32-38,33.47,119.78
-4035054705236820771,M,M39+,22.55,114.06
-4034702357663854451,M,M23-26,34.88,113.66
-4032911390089743475,M,M27-28,36.63,116.9
-4032526585895719119,F,F43+,39.97,116.43
-4032015837255151450,M,M27-28,32.61,110.78
-4031007917369966753,M,M32-38,28.46,121.27
-4026362193953313615,M,M22-,25.16,118.82
-4024045431329091756,M,M32-38,21.21,110.38
-4021858168813690343,M,M39+,41.83,123.93
-4021723247232958649,F,F33-42,28.21,113.02
-4020514535724422878,M,M32-38,31.08,121.6
-4020119694234750642,M,M23-26,31.42,120.93
-4020080187029341342,M,M32-38,30.82,110.97
-4017903103489532354,M,M32-38,30.4,120.42
-4015640741509103892,F,F29-32,23.23,113.24
-4014281352054485792,M,M23-26,22.79,114.29
-4013651731994818504,M,M27-28,31.22,121.61
-4013259268737418508,M,M29-31,27.76,120.62
-4011352440630811162,M,M32-38,23.73,109.23
-4010955138108722742,M,M32-38,24.47,118.07
-4006410697227969108,F,F33-42,33.5,116.22
-4004712348373715323,F,F29-32,36.33,113.21
-4003943021993770603,M,M32-38,32.62,116.97
-4003312670277294272,M,M32-38,22.95,112.91
-3998715581570083926,M,M29-31,27.63,117.92
-3996718602861993582,M,M32-38,28.66,115.91
-3995235255475604691,M,M32-38,26.26,115.48
-3994898127003853876,M,M32-38,28.84,112.35
-3991278281713999725,M,M23-26,22.55,113.92
-3989858083069873061,M,M32-38,36.21,113.13
-3985269483114794873,M,M29-31,31.94,118.78
-3980350758389591449,M,M22-,50.59,123.72
-3978937535033351060,M,M29-31,31.33,121.39
-3977545686144602756,M,M32-38,22.97,115.34
-3972945825267577635,M,M32-38,30.0,104.0
-3968310314111341638,M,M32-38,21.64,110.91
-3965519673483992823,M,M32-38,26.05,119.34
-3963482198447444323,M,M22-,28.69,116.01
-3961660773980591913,M,M29-31,43.84,87.58
-3960650788012440750,F,F29-32,33.98,113.22
-3955233697777634397,M,M32-38,31.85,117.24
-3953833420528784780,M,M32-38,40.41,122.34
-3953203348909211677,M,M22-,31.83,119.99
-3952903459328983988,M,M39+,30.62,114.36
-3951011772561888238,M,M32-38,26.88,119.99
-3949730652337986381,M,M23-26,34.31,108.93
-3947249311887251042,M,M23-26,29.43,106.56
-3945535180891216049,M,M32-38,35.56,115.18
-3944821793957946562,F,F24-26,45.66,126.62
-3941643549497904116,F,F29-32,27.45,112.5
-3941293307923042517,M,M22-,37.7,112.6
-3940469684634963338,M,M27-28,22.64,114.06
-3937012891903048847,F,F29-32,45.73,126.72
-3936698664503890448,F,F43+,25.12,118.47
-3935882187079895714,M,M32-38,23.46,113.15
-3935652271925844106,M,M27-28,25.51,119.79
-3934314608576449012,M,M32-38,31.22,121.41
-3933377045949363462,F,F23-,36.67,117.5
-3930020914536201582,M,M39+,30.0,104.0
-3927834373422409199,M,M32-38,31.15,121.37
-3926891330680269782,F,F43+,40.71,120.82
-3926889854176079028,M,M22-,38.57,115.45
-3926780516486003005,M,M32-38,30.64,120.58
-3926253012417840160,M,M32-38,31.02,112.19
-3925678886511322235,M,M32-38,31.75,119.97
-3921818653988105025,M,M29-31,25.38,114.92
-3919015502190477094,M,M23-26,29.52,104.66
-3918456107891096933,M,M32-38,40.8,111.67
-3917642052469991051,M,M32-38,22.54,113.95
-3915804622733349802,M,M39+,31.37,119.84
-3915312883680253761,M,M39+,22.6,113.17
-3913725941638402514,M,M39+,30.51,117.03
-3913190855501863827,M,M23-26,39.95,116.39
-3912875074930868176,M,M32-38,30.0,104.0
-3911664575599195882,M,M23-26,36.13,120.41
-3911293973344461010,M,M32-38,21.93,107.56
-3910947054781314708,M,M27-28,31.59,120.32
-3910534718412334358,F,F29-32,22.16,113.82
-3910153847440045766,M,M32-38,38.87,117.37
-3908618666907715615,M,M32-38,35.43,116.6
-3907798047502045531,M,M32-38,31.41,120.95
-3903059712853419884,F,F33-42,34.74,109.19
-3902581507167045244,M,M39+,34.74,113.71
-3900396657282821690,M,M29-31,23.37,116.68
-3898813299743934211,M,M32-38,39.98,116.41
-3898316522633267665,M,M32-38,26.03,119.33
-3894966762341794920,M,M32-38,23.01,113.39
-3894249085308041017,M,M32-38,31.97,121.06
-3893236520525350172,M,M32-38,32.04,120.86
-3887952842073188037,M,M32-38,30.31,120.23
-3887121608870849634,M,M39+,40.04,116.49
-3886105423963330262,M,M23-26,28.21,117.53
-3879827730546638965,M,M22-,29.51,106.51
-3875546830583372648,M,M23-26,28.68,112.89
-3875337984987417959,F,F23-,28.2,112.95
-3874693587061765348,M,M39+,30.7,104.02
-3870810214595133710,F,F27-28,38.74,117.62
-3870078108521735277,M,M22-,23.75,114.73
-3867137701681847052,M,M29-31,30.61,117.76
-3865958150476376188,F,F24-26,23.0,113.77
-3863942188258097785,M,M29-31,29.16,120.27
-3863112879779387686,F,F24-26,35.51,112.9
-3862898769608911830,M,M32-38,31.29,121.53
-3862259065364330320,M,M32-38,36.22,117.69
-3857521025484537662,M,M29-31,30.24,121.32
-3857410204003273546,M,M27-28,34.26,108.94
-3846801898826785588,F,F23-,27.8,113.42
-3845046065455222134,M,M23-26,33.59,114.07
-3844098072322828997,F,F33-42,30.46,114.38
-3843163918570233526,M,M27-28,24.52,109.34
-3841152612644710406,M,M39+,32.66,110.77
-3841104313807123623,M,M27-28,31.33,121.48
-3841074005723052870,M,M32-38,40.04,116.31
-3840963211664586981,F,F33-42,34.8,113.66
-3840875038432255296,M,M32-38,18.25,109.51
-3839879559758500351,M,M32-38,35.42,113.37
-3839598179393119976,M,M23-26,34.25,108.88
-3836385276781857748,F,F24-26,23.14,113.31
-3836384503165461988,M,M27-28,30.51,114.15
-3833837329173246306,M,M39+,30.69,118.4
-3833324947615611115,M,M32-38,42.05,123.52
-3832259112915507697,F,F27-28,35.58,116.95
-3831711684758515157,M,M39+,40.07,116.44
-3831204301293358166,M,M32-38,40.03,116.45
-3829393271470429351,M,M39+,36.85,111.78
-3828303856924042495,M,M32-38,25.28,118.24
-3823669716019059838,M,M23-26,31.29,118.06
-3818654833559084603,M,M23-26,24.35,114.13
-3816796473313874883,M,M29-31,31.33,120.61
-3816540332437176919,M,M39+,38.9,121.6
-3815184155249123402,M,M22-,22.74,114.01
-3814718912873185170,M,M32-38,41.11,122.96
-3813332388437012572,M,M23-26,23.53,113.61
-3812662603673251461,M,M39+,29.7,120.25
-3812599432875739654,F,F23-,23.16,113.2
-3812552504888597493,M,M39+,40.79,111.69
-3812516895429206850,M,M23-26,39.75,119.34
-3809138174309740104,M,M32-38,22.36,112.69
-3808380562344646906,M,M39+,22.72,113.84
-3806508698346585590,M,M22-,35.52,104.51
-3806275340535287333,M,M32-38,35.76,119.21
-3801725439429263922,F,F29-32,31.12,121.61
-3801125596599137095,M,M23-26,42.9,125.15
-3795487111324133346,M,M23-26,26.38,106.63
-3793750317385337142,M,M39+,36.65,116.96
-3791404692965689345,M,M39+,39.88,116.45
-3791295450864646612,M,M32-38,22.7,114.34
-3791140961415022314,M,M32-38,32.25,119.81
-3788667589829948743,M,M32-38,29.71,117.3
-3785940305920065189,M,M23-26,34.42,112.43
-3784121437863313536,M,M23-26,31.33,121.4
-3782962401338229084,F,F33-42,29.37,113.1
-3778054029514668538,F,F24-26,30.0,106.26
-3777413417446956696,M,M32-38,31.8,115.39
-3775758989316758693,M,M29-31,40.07,116.34
-3775607533245841772,M,M32-38,39.06,117.17
-3769359669326735755,M,M32-38,24.03,112.05
-3765721181875683252,F,F29-32,23.25,106.79
-3765607507787240610,M,M27-28,39.97,116.27
-3764654192142496204,M,M23-26,36.79,114.54
-3762561587120285467,M,M39+,31.29,121.54
-3757636580410605111,M,M32-38,30.43,103.46
-3753223876141297530,M,M29-31,33.54,116.54
-3753030447815084472,M,M29-31,22.56,113.97
-3751259430750432334,M,M32-38,28.16,115.78
-3747108572354022884,F,F33-42,34.71,113.76
-3746248670824158209,M,M39+,41.97,123.29
-3743092919447779257,M,M39+,27.8,120.69
-3740098358665005277,M,M22-,25.01,118.28
-3736318048665692053,M,M32-38,22.65,114.0
-3735520915361967405,M,M27-28,22.73,114.06
-3735054311352547457,M,M32-38,30.58,104.05
-3734192577358142374,M,M23-26,22.75,114.37
-3730802666003529964,M,M22-,44.15,86.54
-3730792357397717607,M,M32-38,22.74,113.28
-3730395025703972263,M,M29-31,40.0,116.34
-3730382991277897127,M,M32-38,22.53,113.39
-3724288880857083612,M,M23-26,22.96,113.69
-3720956254771077701,M,M39+,22.84,108.3
-3720826430666990843,M,M23-26,28.63,115.86
-3719040332235068030,M,M23-26,30.68,104.1
-3718947987689669154,M,M32-38,30.31,103.87
-3713766532887942350,M,M32-38,22.53,113.91
-3712098829324685898,M,M32-38,31.28,120.62
-3708573934180019435,F,F24-26,25.86,112.15
-3707004850175710149,F,F23-,28.17,113.03
-3702770082872977318,F,F24-26,34.36,108.74
-3700927877237364808,M,M32-38,25.71,119.31
-3700868433721281168,F,F23-,39.07,117.02
-3695487299346018557,F,F24-26,36.96,120.69
-3692374498410115205,M,M39+,39.14,117.01
-3691291443149821911,M,M32-38,30.55,114.2
-3687326452607769215,M,M32-38,30.0,104.0
-3681680076364047694,M,M23-26,45.73,126.62
-3681439779862722822,M,M32-38,23.17,113.95
-3680792582266044240,F,F43+,32.21,119.47
-3677258503575126610,M,M32-38,39.9,116.49
-3675856314199492165,M,M39+,32.66,112.6
-3674654954515368107,M,M29-31,22.73,114.22
-3669308178838785015,M,M22-,39.86,116.44
-3669158668652229943,M,M32-38,33.56,114.04
-3668284127036364729,M,M32-38,27.74,113.2
-3664197211064628823,M,M32-38,38.92,121.64
-3663902403816264245,M,M23-26,36.07,111.52
-3662833727530908016,M,M32-38,30.87,116.02
-3662328056685727145,M,M32-38,25.22,110.29
-3661291789598053000,M,M32-38,25.86,119.57
-3660668700824315911,F,F43+,34.31,108.44
-3658877155191399733,M,M32-38,22.39,113.44
-3657643402634283847,M,M32-38,22.76,111.56
-3656390190037550559,M,M32-38,31.22,121.47
-3656132883647868884,M,M32-38,27.64,113.87
-3651645366321067287,M,M39+,22.57,114.03
-3651503037200276851,M,M39+,34.75,113.59
-3650852731987265648,M,M39+,21.04,109.88
-3648794190937671404,M,M32-38,36.62,114.48
-3642986419725264040,M,M29-31,22.67,114.03
-3641970131210381534,M,M32-38,32.09,118.86
-3641795716958735622,F,F24-26,30.0,104.0
-3641301817752358288,M,M32-38,41.88,123.93
-3639745623615243181,M,M22-,25.15,102.73
-3631281561206505070,M,M39+,36.64,117.96
-3630300830995219892,M,M39+,40.03,113.17
-3629875151175490678,F,F24-26,24.28,116.16
-3627405671804286442,M,M23-26,47.41,127.1
-3622323409467297744,M,M32-38,22.58,113.86
-3621597192443607898,M,M27-28,28.22,113.11
-3621005527329961930,M,M32-38,30.08,114.08
-3617973901328734766,M,M32-38,25.42,118.99
-3616281196205186736,M,M32-38,27.38,112.02
-3615226243055855626,M,M32-38,27.83,113.15
-3614885449158809047,M,M23-26,22.85,113.24
-3613142884217550303,F,F43+,45.77,126.65
-3613072772301134080,M,M29-31,29.42,105.58
-3611459870232263893,M,M22-,23.31,113.3
-3607512514525718654,M,M22-,30.12,112.26
-3606927452885545565,M,M29-31,31.82,117.27
-3606559622274215737,M,M32-38,34.56,113.85
-3601089393497038300,M,M39+,31.74,117.29
-3599160425194811239,M,M27-28,23.03,113.12
-3598618714844577244,M,M27-28,30.6,114.46
-3597376403932307879,M,M23-26,24.72,112.28
-3597079827759423712,F,F24-26,37.21,119.1
-3595796668362551159,M,M23-26,39.83,116.28
-3593663571332846304,M,M39+,40.84,111.67
-3592856128997831594,M,M32-38,26.01,119.27
-3590908039090302414,M,M32-38,31.33,120.92
-3590835713200004419,M,M32-38,23.71,103.26
-3589252923271823438,M,M32-38,31.28,120.53
-3588916219315832011,M,M23-26,45.71,126.64
-3588865410416911079,M,M32-38,34.71,113.61
-3588747489088136903,M,M32-38,28.26,112.56
-3585767416668842631,M,M27-28,32.04,112.13
-3582649976282748124,F,F23-,34.2,108.9
-3582123467107469257,M,M32-38,30.12,117.01
-3581811956841384379,M,M39+,30.08,120.61
-3580604989517429443,M,M32-38,36.63,116.99
-3579248952428552443,M,M29-31,30.64,113.17
-3571614937316464355,M,M32-38,35.29,113.9
-3570700730673456220,M,M22-,37.08,115.66
-3564792203455496289,M,M39+,39.99,116.46
-3563443532735592766,M,M27-28,23.05,114.34
-3562654938477101310,F,F27-28,35.36,113.59
-3562543614254725893,F,F23-,31.45,121.35
-3561206736982893481,M,M39+,33.84,113.27
-3560789211124009884,M,M32-38,37.08,120.99
-3559980869201698472,M,M29-31,29.25,115.8
-3558438994006877936,M,M32-38,32.41,119.46
-3558423254916417460,M,M32-38,32.0,118.76
-3558340939747566190,F,F24-26,23.23,113.25
-3555802671943822661,F,F29-32,30.63,114.4
-3554430663036689281,M,M32-38,22.38,113.54
-3554364098304387742,M,M39+,39.74,116.88
-3553163273803187612,M,M22-,36.57,114.49
-3552762573159571338,F,F43+,31.96,119.17
-3550965884882641710,M,M39+,31.81,115.4
-3550482197639236677,M,M29-31,37.43,121.46
-3549379862406584750,M,M39+,30.68,104.0
-3548132448947435317,M,M39+,34.62,113.72
-3547648791947837275,M,M22-,31.23,105.39
-3547290364036119750,M,M39+,30.98,112.64
-3547248842331288719,M,M29-31,25.97,119.22
-3542979781695698753,M,M32-38,29.99,120.61
-3541649923863661263,M,M32-38,23.3,116.69
-3541119086095713048,M,M32-38,25.05,102.72
-3538656944381719212,M,M22-,31.32,120.53
-3536614279320275603,M,M32-38,30.65,112.21
-3536359857156077680,M,M32-38,22.54,113.97
-3535739904020251600,M,M32-38,33.58,119.12
-3534814437065683564,M,M32-38,29.61,105.05
-3534025802112696077,M,M32-38,28.46,119.9
-3532244909584794604,F,F29-32,42.06,121.74
-3531685934699180679,M,M32-38,22.6,110.1
-3529464420502905498,M,M32-38,39.69,117.15
-3529314494950645522,M,M29-31,36.98,115.08
-3525553524895718249,F,F23-,30.28,120.2
-3523583496719569319,M,M22-,29.49,106.53
-3521506979553145574,M,M23-26,22.51,113.88
-3521411458390327187,M,M32-38,38.88,121.52
-3519374920427844002,M,M39+,32.48,117.16
-3519367837457773421,M,M22-,39.08,117.65
-3518798689933319431,M,M32-38,31.05,109.55
-3518440140583532963,M,M32-38,31.22,121.37
-3517826256592702668,M,M22-,43.9,87.38
-3514500934081393697,M,M22-,30.88,121.9
-3512459828260698583,M,M39+,31.79,119.99
-3508569212048883284,F,F23-,43.18,124.37
-3506789263078258909,M,M32-38,39.75,116.79
-3504763386566348576,M,M32-38,31.69,118.52
-3504402486166913441,M,M23-26,28.15,112.98
-3503012350702104656,M,M39+,36.95,114.35
-3501685709342891361,M,M23-26,29.62,106.32
-3494603332821268152,M,M32-38,36.68,117.03
-3493122152833433143,F,F29-32,34.56,112.25
-3491848535663093775,M,M32-38,31.31,121.4
-3491405832357333137,F,F24-26,27.89,112.86
-3488728162494991291,M,M32-38,22.58,113.93
-3488594824557501122,M,M22-,31.48,104.77
-3487847400917504260,M,M32-38,30.58,104.05
-3487577127419711320,M,M39+,30.58,114.23
-3487143953606915346,M,M29-31,39.94,116.43
-3486408796090586175,M,M22-,22.77,113.26
-3486114010356201317,M,M32-38,31.26,121.64
-3482615378619900248,M,M39+,34.59,119.13
-3482589603385235133,M,M22-,38.25,106.23
-3481378762195809095,M,M32-38,38.22,117.0
-3478844555229190721,M,M32-38,34.72,113.71
-3478460838412220438,M,M39+,31.84,119.97
-3477423313185184484,F,F23-,29.89,121.48
-3477264368442527808,M,M23-26,27.92,118.53
-3476801932443128564,M,M39+,31.98,118.72
-3473347094486117218,M,M32-38,34.03,113.67
-3472188109864892676,F,F29-32,22.79,108.32
-3469745487284364657,M,M29-31,23.09,113.93
-3469371925484182921,M,M23-26,31.19,121.6
-3469331624621434746,M,M29-31,26.15,119.32
-3468506463187426157,M,M29-31,43.07,116.78
-3466700405566229536,M,M32-38,36.17,113.12
-3464129170775690143,M,M32-38,25.25,103.0
-3463690163217422322,F,F29-32,24.83,118.58
-3462702967514949945,F,F29-32,32.09,118.9
-3462396182695644043,M,M32-38,28.68,115.93
-3459597976956216138,M,M32-38,33.57,116.83
-3455899917465606994,M,M32-38,38.17,115.47
-3453325456199276391,M,M29-31,34.79,113.65
-3451682236502826461,M,M32-38,40.01,116.56
-3451002238229922866,M,M32-38,36.66,117.02
-3448880789268196230,M,M22-,34.63,112.6
-3448019895882125064,F,F29-32,29.29,106.25
-3446388161875529251,M,M32-38,31.19,115.02
-3446043329641179766,M,M29-31,31.3,120.82
-3445674812297776455,M,M23-26,31.34,121.47
-3445574202884178560,M,M32-38,33.39,120.11
-3445471037036613553,F,F33-42,32.63,110.74
-3442733663078957093,M,M23-26,39.47,115.93
-3441949644822144862,M,M32-38,23.06,113.99
-3440926430976742138,M,M39+,36.11,113.2
-3440786444775204221,M,M39+,36.11,120.35
-3439817733190895393,M,M32-38,30.58,103.99
-3438158744363364373,M,M32-38,30.33,120.21
-3436684977473229824,M,M32-38,24.18,110.81
-3434439284578235902,M,M32-38,35.19,113.38
-3434090119065181205,F,F29-32,37.26,114.6
-3433572080562827750,M,M32-38,36.1,120.36
-3432629378226561989,M,M32-38,30.05,119.94
-3431292504731814670,M,M32-38,38.23,114.5
-3430606501224443164,M,M23-26,35.32,112.91
-3430460284808041981,M,M23-26,30.0,104.0
-3430219653350391467,M,M23-26,29.81,119.67
-3427027955434450108,M,M39+,31.21,121.49
-3426968010908209409,F,F23-,33.75,114.81
-3422415371792702255,F,F43+,38.69,116.09
-3422169085760600144,M,M32-38,27.64,113.84
-3421385297190638371,M,M22-,29.97,121.66
-3420247004650486661,M,M29-31,31.05,117.0
-3420118953158271408,M,M39+,30.0,104.0
-3419759584302765406,M,M32-38,21.43,110.81
-3419136801341087642,M,M32-38,30.0,104.0
-3415206889100967494,F,F29-32,30.28,120.13
-3414584413699989772,M,M32-38,47.32,130.27
-3412823157134643779,M,M22-,38.5,106.14
-3411071433901427728,M,M22-,30.92,113.94
-3409354710256513684,M,M32-38,21.88,111.96
-3409210509854135497,M,M23-26,31.95,119.8
-3408529773419932656,M,M23-26,32.25,120.35
-3406943119008246041,M,M32-38,31.79,119.9
-3405216707862200214,M,M32-38,39.12,117.13
-3402365083768411690,M,M32-38,22.58,114.48
